audit_kind,item_id,canonical_id,canonical_type,canonical_name,alias,normalized_alias,observed_types,mention_count,mention_ids,is_valid,type_correct,evidence_support,direction_correct,notes
alias,ent_002635::Phong trào cách mạng những năm khủng hoảng kinh tế,ent_002635,Event,Phong trào cách mạng những năm khủng hoảng kinh tế,Phong trào cách mạng những năm khủng hoảng kinh tế,phong trào cách mạng những năm khủng hoảng kinh tế,"[""Event""]",1,"[""lichsu_11_s97_bai18_sec6_002:e3""]",,,,,
alias,ent_000984::Cuộc nội chiến 1861 ? 1865,ent_000984,Event,Cuộc nội chiến 1861 ? 1865,Cuộc nội chiến 1861 ? 1865,cuộc nội chiến 1861 1865,"[""Event""]",1,"[""lichsu_10_s192_bai33_sec5_003:e8""]",,,,,
alias,"ent_003576::xoá mù chữ cho hơn 2,5 triệu người",ent_003576,Event,"xoá mù chữ cho hơn 2,5 triệu người","xoá mù chữ cho hơn 2,5 triệu người",xoá mù chữ cho hơn 2 5 triệu người,"[""Event""]",1,"[""lichsu_12_s188_bai17_sec9_001:e9""]",,,,,
alias,ent_001482::Hiến pháp Liên bang được ban hành,ent_001482,Event,Hiến pháp Liên bang được ban hành,Hiến pháp Liên bang được ban hành,hiến pháp liên bang được ban hành,"[""Event""]",1,"[""lichsu_12_s32_bai2_sec13_001:e9""]",,,,,
alias,ent_000543::Cách mạng Việt Nam chuyển sang giai đoạn mới,ent_000543,Event,Cách mạng Việt Nam chuyển sang giai đoạn mới,Cách mạng Việt Nam chuyển sang giai đoạn mới,cách mạng việt nam chuyển sang giai đoạn mới,"[""Event""]",1,"[""lichsu_12_s303_bai25_sec5_001:e4""]",,,,,
alias,ent_000994::cuộc tấn công quy mô vào căn cứ Tân Hoà,ent_000994,Event,cuộc tấn công quy mô vào căn cứ Tân Hoà,cuộc tấn công quy mô vào căn cứ Tân Hoà,cuộc tấn công quy mô vào căn cứ tân hoà,"[""Event""]",1,"[""lichsu_11_s105_bai19_sec6_002:e7""]",,,,,
alias,ent_000507::Cách mạng dân chủ,ent_000507,Event,Cách mạng dân chủ,Cách mạng dân chủ,cách mạng dân chủ,"[""Event""]",1,"[""lichsu_11_s94_bai18_sec3_001:e2""]",,,,,
alias,ent_001403::giải giáp quân Nhật ở Đông Dương,ent_001403,Event,giải giáp quân Nhật ở Đông Dương,giải giáp quân Nhật ở Đông Dương,giải giáp quân nhật ở đông dương,"[""Event""]",1,"[""lichsu_12_s14_bai1_sec4_002:e12""]",,,,,
alias,ent_001657::Kế hoạch 5 năm lần thứ ba,ent_001657,Event,Kế hoạch 5 năm lần thứ ba,Kế hoạch 5 năm lần thứ ba,kế hoạch 5 năm lần thứ ba,"[""Event""]",2,"[""lichsu_11_s43_bai10_sec10_001:e11"", ""lichsu_11_s43_bai10_sec10_002:e3""]",,,,,
alias,ent_001091::Đại hội VII của Đảng,ent_001091,Event,Đại hội VII của Đảng,Đại hội VII của Đảng,đại hội vii của đảng,"[""Event""]",1,"[""lichsu_12_s311_bai26_sec6_004:e1""]",,,,,
alias,ent_000613::Chế tạo máy dệt chạy bằng sức nước,ent_000613,Event,Chế tạo máy dệt chạy bằng sức nước,Chế tạo máy dệt chạy bằng sức nước,chế tạo máy dệt chạy bằng sức nước,"[""Event""]",1,"[""lichsu_10_s187_001:e14""]",,,,,
alias,ent_000977::Cuộc khởi nghĩa Xipay,ent_000977,Event,Khởi nghĩa Xipay,Cuộc khởi nghĩa Xipay,cuộc khởi nghĩa xipay,"[""Event""]",1,"[""lichsu_11_s7_bai2_sec1_002:e6""]",,,,,
alias,ent_002653::Phong trào đấu tranh chống chế độ Mĩ - Diệm,ent_002653,Event,Phong trào đấu tranh chống chế độ Mĩ - Diệm,Phong trào đấu tranh chống chế độ Mĩ - Diệm,phong trào đấu tranh chống chế độ mĩ diệm,"[""Event""]",1,"[""lichsu_12_s246_bai21_sec12_003:e9""]",,,,,
alias,ent_001377::gia nhập Hiệp hội các quốc gia Đông Nam Á (ASEAN),ent_001377,Event,gia nhập Hiệp hội các quốc gia Đông Nam Á (ASEAN),gia nhập Hiệp hội các quốc gia Đông Nam Á (ASEAN),gia nhập hiệp hội các quốc gia đông nam á asean,"[""Event""]",1,"[""lichsu_12_s312_bai26_sec7_001:e7""]",,,,,
alias,ent_000977::khởi nghĩa Xipay,ent_000977,Event,Khởi nghĩa Xipay,khởi nghĩa Xipay,khởi nghĩa xipay,"[""Event""]",2,"[""lichsu_11_s7_bai2_sec1_001:e4"", ""lichsu_11_s9_bai4_sec1_001:e1""]",,,,,
alias,ent_003302::Trận động đất ở Côbê,ent_003302,Event,Trận động đất ở Côbê,Trận động đất ở Côbê,trận động đất ở côbê,"[""Event""]",1,"[""lichsu_12_s91_bai8_sec5_001:e9""]",,,,,
alias,ent_001934::Loạn 12 sứ quân,ent_001934,Event,Loạn 12 sứ quân,Loạn 12 sứ quân,loạn 12 sứ quân,"[""Event""]",1,"[""lichsu_10_s89_001:e9""]",,,,,
alias,ent_001606::Hội nghị U trếch,ent_001606,Event,Hội nghị U trếch,Hội nghị U trếch,hội nghị u trếch,"[""Event""]",1,"[""lichsu_10_s170_002:e8""]",,,,,
alias,ent_003283::Tổng tiến công và nổi dậy giải phóng hoàn toàn miền Nam,ent_003283,Event,Tổng tiến công và nổi dậy giải phóng hoàn toàn miền Nam,Tổng tiến công và nổi dậy giải phóng hoàn toàn miền Nam,tổng tiến công và nổi dậy giải phóng hoàn toàn miền nam,"[""Event""]",1,"[""lichsu_12_s276_bai23_sec3_001:e6""]",,,,,
alias,ent_001763::khởi nghĩa Thi Thiến Khúc Thừa Dụ,ent_001763,Event,khởi nghĩa Thi Thiến Khúc Thừa Dụ,khởi nghĩa Thi Thiến Khúc Thừa Dụ,khởi nghĩa thi thiến khúc thừa dụ,"[""Event""]",1,"[""lichsu_10_s83_001:e9""]",,,,,
alias,ent_000706::Chiến tranh Triều Tiên,ent_000706,Event,Chiến tranh Triều Tiên,Chiến tranh Triều Tiên,chiến tranh triều tiên,"[""Event""]",3,"[""lichsu_12_s89_bai8_sec3_002:e3"", ""lichsu_12_s97_bai9_sec4_002:e7"", ""lichsu_12_s98_bai9_sec5_001:e1""]",,,,,
alias,ent_001088::Đại hội VI,ent_001088,Event,Đại hội VI,Đại hội VI,đại hội vi,"[""Event""]",3,"[""lichsu_12_s310_bai26_sec5_001:e5"", ""lichsu_12_s311_bai26_sec6_001:e3"", ""lichsu_12_s311_bai26_sec6_003:e4""]",,,,,
alias,ent_000702::Chiến tranh thế giới thứ hai bùng nổ,ent_000702,Event,Chiến tranh thế giới thứ hai bùng nổ,Chiến tranh thế giới thứ hai bùng nổ,chiến tranh thế giới thứ hai bùng nổ,"[""Event""]",1,"[""lichsu_11_s84_bai17_sec7_001:e5""]",,,,,
alias,ent_001066::Đại hội,ent_001066,Event,Đại hội,Đại hội,đại hội,"[""Event""]",1,"[""lichsu_12_s154_bai15_sec4_001:e3""]",,,,,
alias,ent_002641::phong trào công nhân Nga,ent_002641,Event,phong trào công nhân Nga,phong trào công nhân Nga,phong trào công nhân nga,"[""Event""]",1,"[""lichsu_10_s225_001:e2""]",,,,,
alias,ent_002582::Pháp đốt Nhà Thông tin ở phố Tràng Tiền,ent_002582,Event,Pháp đốt Nhà Thông tin ở phố Tràng Tiền,Pháp đốt Nhà Thông tin ở phố Tràng Tiền,pháp đốt nhà thông tin ở phố tràng tiền,"[""Event""]",1,"[""lichsu_12_s198_bai18_sec4_001:e15""]",,,,,
alias,ent_001086::Đại hội toàn quốc thống nhất Mặt trận Việt Minh và Hội Liên Việt,ent_001086,Event,Đại hội toàn quốc thống nhất Mặt trận Việt Minh và Hội Liên Việt,Đại hội toàn quốc thống nhất Mặt trận Việt Minh và Hội Liên Việt,đại hội toàn quốc thống nhất mặt trận việt minh và hội liên việt,"[""Event""]",1,"[""lichsu_12_s216_bai19_sec7_001:e2""]",,,,,
alias,ent_002683::Phong trào phản đối hai hiệp ước 1883 và 1884,ent_002683,Event,Phong trào phản đối hai hiệp ước 1883 và 1884,Phong trào phản đối hai hiệp ước 1883 và 1884,phong trào phản đối hai hiệp ước 1883 và 1884,"[""Event""]",1,"[""lichsu_11_s120_bai21_sec3_001:e11""]",,,,,
alias,ent_001731::khởi nghĩa,ent_001731,Event,khởi nghĩa,khởi nghĩa,khởi nghĩa,"[""Event""]",1,"[""lichsu_11_s138_bai24_sec4_002:e3""]",,,,,
alias,ent_002682::phong trào nông dân ở Đàng Ngoài,ent_002682,Event,phong trào nông dân ở Đàng Ngoài,phong trào nông dân ở Đàng Ngoài,phong trào nông dân ở đàng ngoài,"[""Event""]",1,"[""lichsu_10_s158_003:e4""]",,,,,
alias,ent_001648::Inđônêxia tuyên bố độc lập và thành lập nước Công hoà Inđônêxia,ent_001648,Event,Inđônêxia tuyên bố độc lập và thành lập nước Công hoà Inđônêxia,Inđônêxia tuyên bố độc lập và thành lập nước Công hoà Inđônêxia,inđônêxia tuyên bố độc lập và thành lập nước công hoà inđônêxia,"[""Event""]",1,"[""lichsu_12_s43_bai4_sec2_001:e6""]",,,,,
alias,ent_001524::Hít-le lên cầm quyền,ent_001524,Event,Hít-le lên cầm quyền,Hít-le lên cầm quyền,hít le lên cầm quyền,"[""Event""]",1,"[""lichsu_11_s52_bai12_sec3_001:e11""]",,,,,
alias,ent_000701::Chiến tranh thế giới thứ hai,ent_000701,Event,Chiến tranh thế giới thứ hai,Chiến tranh thế giới thứ hai,chiến tranh thế giới thứ hai,"[""Event""]",33,"[""lichsu_11_s58_bai13_sec4_002:e10"", ""lichsu_11_s60_bai14_sec1_001:e2"", ""lichsu_11_s74_bai16_sec5_002:e9"", ""lichsu_11_s79_bai17_sec2_001:e2"", ""lichsu_11_s80_bai17_sec3_001:e1"", ""lichsu_11_s90_bai17_sec13_001:e5"", ""lichsu_11_s97_bai18_sec6_002:e8"", ""lichsu_12_s107_bai10_sec4_001:e2"", ""lichsu_12_s108_bai10_sec5_001:e6"", ""lichsu_12_s114_bai11_sec5_001:e1"", ""lichsu_12_s114_bai11_sec5_003:e1"", ""lichsu_12_s13_bai1_sec3_001:e1"", ""lichsu_12_s14_bai1_sec4_001:e1"", ""lichsu_12_s162_bai16_sec4_001:e3"", ""lichsu_12_s164_bai16_sec6_001:e5"", ""lichsu_12_s16_bai1_sec6_001:e8"", ""lichsu_12_s177_bai16_sec19_001:e9"", ""lichsu_12_s22_bai2_sec3_001:e8"", ""lichsu_12_s233_bai20_sec13_001:e7"", ""lichsu_12_s23_bai2_sec4_001:e2"", ""lichsu_12_s317_bai27_sec4_002:e9"", ""lichsu_12_s36_bai3_sec2_001:e3"", ""lichsu_12_s42_bai4_sec1_001:e7"", ""lichsu_12_s43_bai4_sec2_001:e2"", ""lichsu_12_s48_bai4_sec7_001:e4"", ""lichsu_12_s53_bai5_sec2_001:e5"", ""lichsu_12_s60_bai5_sec9_004:e11"", ""lichsu_12_s63_bai6_sec1_001:e2"", ""lichsu_12_s64_bai6_sec2_001:e2"", ""lichsu_12_s87_bai8_sec1_001:e4"", ""lichsu_12_s88_bai8_sec2_001:e2"", ""lichsu_12_s96_bai9_sec3_001:e4"", ""lichsu_12_s97_bai9_sec4_002:e8""]",,,,,
alias,ent_002214::nền giáo dục Đại Việt chính thức ra đời,ent_002214,Event,nền giáo dục Đại Việt chính thức ra đời,nền giáo dục Đại Việt chính thức ra đời,nền giáo dục đại việt chính thức ra đời,"[""Event""]",1,"[""lichsu_10_s158_002:e3""]",,,,,
alias,ent_001874::lật đổ chính quyền Hai Bà Trưng,ent_001874,Event,lật đổ chính quyền Hai Bà Trưng,lật đổ chính quyền Hai Bà Trưng,lật đổ chính quyền hai bà trưng,"[""Event""]",1,"[""lichsu_10_s75_bai15_sec4_001:e8""]",,,,,
alias,ent_000643::Chiến dịch Việt Bắc thu - đông năm 1947,ent_000643,Event,Chiến dịch Việt Bắc thu - đông năm 1947,Chiến dịch Việt Bắc thu - đông năm 1947,chiến dịch việt bắc thu đông năm 1947,"[""Event""]",2,"[""lichsu_12_s205_bai18_sec11_001:e1"", ""lichsu_12_s207_bai18_sec13_001:e1""]",,,,,
alias,ent_000530::cách mạng Trung Quốc thành công,ent_000530,Event,cách mạng Trung Quốc thành công,cách mạng Trung Quốc thành công,cách mạng trung quốc thành công,"[""Event""]",1,"[""lichsu_12_s207_bai18_sec13_001:e2""]",,,,,
alias,ent_000669::chiến tranh bùng nổ,ent_000669,Event,chiến tranh bùng nổ,chiến tranh bùng nổ,chiến tranh bùng nổ,"[""Event""]",1,"[""lichsu_11_s138_bai24_sec4_001:e3""]",,,,,
alias,ent_000717::chiến tranh xâm lược Viết Nam,ent_000717,Event,chiến tranh xâm lược Viết Nam,chiến tranh xâm lược Viết Nam,chiến tranh xâm lược viết nam,"[""Event""]",1,"[""lichsu_12_s66_bai6_sec4_001:e11""]",,,,,
alias,ent_003154::thoả thuận về việc hạn chế vũ khí chiến lược và kí Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM),ent_003154,Event,thoả thuận về việc hạn chế vũ khí chiến lược và kí Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM),thoả thuận về việc hạn chế vũ khí chiến lược và kí Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM),thoả thuận về việc hạn chế vũ khí chiến lược và kí hiệp ước về việc hạn chế hệ thống phòng chống tên lửa abm,"[""Event""]",1,"[""lichsu_12_s99_bai9_sec6_001:e10""]",,,,,
alias,ent_000862::Công cuộc chiến đấu bảo vệ Tổ quốc,ent_000862,Event,Công cuộc chiến đấu bảo vệ Tổ quốc,Công cuộc chiến đấu bảo vệ Tổ quốc,công cuộc chiến đấu bảo vệ tổ quốc,"[""Event""]",1,"[""lichsu_10_s160_002:e6""]",,,,,
alias,ent_003551::Xây dựng xưởng dệt đầu tiên của Anh,ent_003551,Event,Xây dựng xưởng dệt đầu tiên của Anh,Xây dựng xưởng dệt đầu tiên của Anh,xây dựng xưởng dệt đầu tiên của anh,"[""Event""]",1,"[""lichsu_10_s187_001:e10""]",,,,,
alias,ent_001699::kháng chiến cứu nước,ent_001699,Event,kháng chiến cứu nước,kháng chiến cứu nước,kháng chiến cứu nước,"[""Event""]",1,"[""lichsu_10_s160_002:e2""]",,,,,
alias,ent_002800::Quyết định cử Hội đồng nhân dân và Ủy ban kháng chiến hành chính các cấp,ent_002800,Event,Quyết định cử Hội đồng nhân dân và Ủy ban kháng chiến hành chính các cấp,Quyết định cử Hội đồng nhân dân và Ủy ban kháng chiến hành chính các cấp,quyết định cử hội đồng nhân dân và ủy ban kháng chiến hành chính các cấp,"[""Event""]",1,"[""lichsu_12_s206_bai18_sec12_001:e7""]",,,,,
alias,ent_000572::Cao trào cách mạng,ent_000572,Event,Cao trào cách mạng,Cao trào cách mạng,cao trào cách mạng,"[""Event""]",1,"[""lichsu_11_s97_bai18_sec6_002:e2""]",,,,,
alias,ent_001595::Hội nghị lần thứ nhất Ban Chấp ương lâm thời Đáng Công Sán Việt Nam,ent_001595,Event,Hội nghị lần thứ nhất Ban Chấp ương lâm thời Đáng Công Sán Việt Nam,Hội nghị lần thứ nhất Ban Chấp ương lâm thời Đáng Công Sán Việt Nam,hội nghị lần thứ nhất ban chấp ương lâm thời đáng công sán việt nam,"[""Event""]",1,"[""lichsu_12_s145_bai14_sec7_001:e2""]",,,,,
alias,ent_001591::Hội nghị Ianta,ent_001591,Event,Hội nghị Ianta,Hội nghị Ianta,hội nghị ianta,"[""Event""]",2,"[""lichsu_12_s14_bai1_sec4_001:e3"", ""lichsu_12_s15_bai1_sec5_001:e1""]",,,,,
alias,ent_001790::khủng hoảng kinh tế,ent_001790,Event,khủng hoảng kinh tế,khủng hoảng kinh tế,khủng hoảng kinh tế,"[""Event""]",3,"[""lichsu_11_s60_bai14_sec1_001:e6"", ""lichsu_11_s97_bai18_sec6_002:e7"", ""lichsu_12_s142_bai14_sec4_001:e7""]",,,,,
alias,ent_002492::nội chiến Trung Quốc,ent_002492,Event,nội chiến Trung Quốc,nội chiến Trung Quốc,nội chiến trung quốc,"[""Event""]",1,"[""lichsu_12_s39_bai3_sec5_001:e3""]",,,,,
alias,ent_001071::Đại hội đại biểu toàn quốc lần thứ IV,ent_001071,Event,Đại hội đại biểu toàn quốc lần thứ IV,Đại hội đại biểu toàn quốc lần thứ IV,đại hội đại biểu toàn quốc lần thứ iv,"[""Event""]",1,"[""lichsu_12_s294_bai24_sec4_001:e11""]",,,,,
alias,ent_002630::phong trào cách mạng 1930-1931 ở Việt Nam,ent_002630,Event,phong trào cách mạng 1930-1931 ở Việt Nam,phong trào cách mạng 1930-1931 ở Việt Nam,phong trào cách mạng 1930 1931 ở việt nam,"[""Event""]",1,"[""lichsu_11_s72_bai16_sec3_002:e11""]",,,,,
alias,ent_000434::biến động xã hội chính trị to lớn,ent_000434,Event,biến động xã hội chính trị to lớn,biến động xã hội chính trị to lớn,biến động xã hội chính trị to lớn,"[""Event""]",1,"[""lichsu_10_s174_001:e5""]",,,,,
alias,ent_000674::chiến tranh chống Pháp,ent_000674,Event,chiến tranh chống Pháp,chiến tranh chống Pháp,chiến tranh chống pháp,"[""Event""]",1,"[""lichsu_10_s191_bai33_sec4_001:e10""]",,,,,
alias,ent_003554::xâm lược Campuchia,ent_003554,Event,xâm lược Campuchia,xâm lược Campuchia,xâm lược campuchia,"[""Event""]",1,"[""lichsu_12_s265_bai22_sec13_001:e9""]",,,,,
alias,ent_003589::Xứ uỷ Nam Kì,ent_003589,Organization,Xứ ủy Nam Kì,Xứ uỷ Nam Kì,xứ uỷ nam kì,"[""Organization""]",1,"[""lichsu_12_s166_bai16_sec8_002:e9""]",,,,,
alias,ent_002409::nước Văn Lang,ent_002409,Organization,Văn Lang,nước Văn Lang,nước văn lang,"[""Organization""]",1,"[""lichsu_10_s165_001:e4""]",,,,,
alias,ent_003238::Tin tức,ent_003238,Organization,Tin tức,Tin tức,tin tức,"[""Organization""]",1,"[""lichsu_12_s156_bai15_sec6_003:e11""]",,,,,
alias,ent_001136::Đảng Dân chủ Việt Nam,ent_001136,Organization,Đảng Dân chủ Việt Nam,Đảng Dân chủ Việt Nam,đảng dân chủ việt nam,"[""Organization""]",1,"[""lichsu_12_s169_bai16_sec11_001:e12""]",,,,,
alias,ent_003335::triều đại phong kiến phương Bắc,ent_003335,Organization,triều đại phong kiến phương Bắc,triều đại phong kiến phương Bắc,triều đại phong kiến phương bắc,"[""Organization""]",1,"[""lichsu_10_s73_bai15_sec2_001:e5""]",,,,,
alias,ent_002743::Quân giải phóng Pathét Lào,ent_002743,Organization,Quân giải phóng Pathét Lào,Quân giải phóng Pathét Lào,quân giải phóng pathét lào,"[""Organization""]",1,"[""lichsu_12_s219_bai19_sec10_001:e11""]",,,,,
alias,ent_001391::giai cấp tư sản Anh,ent_001391,Organization,giai cấp tư sản Anh,giai cấp tư sản Anh,giai cấp tư sản anh,"[""Organization""]",1,"[""lichsu_10_s200_002:e9""]",,,,,
alias,ent_000750::Chính phủ Việt Nam Dân chủ Cộng hòa,ent_000750,Organization,Chính phủ Việt Nam Dân chủ Cộng hòa,Chính phủ Việt Nam Dân chủ Cộng hòa,chính phủ việt nam dân chủ cộng hòa,"[""Organization""]",2,"[""lichsu_12_s193_bai17_sec14_002:e3"", ""lichsu_12_s272_bai22_sec20_001:e6""]",,,,,
alias,ent_001153::Đảng và Nhà nước,ent_001153,Organization,Đảng và Nhà nước,Đảng và Nhà nước,đảng và nhà nước,"[""Organization""]",1,"[""lichsu_12_s243_bai21_sec9_001:e10""]",,,,,
alias,ent_001921::Liên minh chính trị In-đô-nê-xi-a,ent_001921,Organization,Liên minh chính trị In-đô-nê-xi-a,Liên minh chính trị In-đô-nê-xi-a,liên minh chính trị in đô nê xi a,"[""Organization""]",1,"[""lichsu_11_s73_bai16_sec4_002:e7""]",,,,,
alias,ent_000871::Cộng đồng Kinh tế châu Âu,ent_000871,Organization,Cộng đồng Kinh tế châu Âu,Cộng đồng Kinh tế châu Âu,cộng đồng kinh tế châu âu,"[""Organization""]",1,"[""lichsu_12_s74_bai7_sec7_001:e7""]",,,,,
alias,ent_001950::lực lượng Pháp theo phái Đờ Gôn,ent_001950,Organization,lực lượng Pháp theo phái Đờ Gôn,lực lượng Pháp theo phái Đờ Gôn,lực lượng pháp theo phái đờ gôn,"[""Organization""]",1,"[""lichsu_12_s172_bai16_sec14_001:e12""]",,,,,
alias,ent_000316::Ai Cập trẻ,ent_000316,Organization,Ai Cập trẻ,Ai Cập trẻ,ai cập trẻ,"[""Organization""]",1,"[""lichsu_11_s13_bai5_sec2_001:e8""]",,,,,
alias,ent_002822::Quốc tế thứ nhất,ent_002822,Organization,Quốc tế thứ nhất,Quốc tế thứ nhất,quốc tế thứ nhất,"[""Organization""]",5,"[""lichsu_10_s218_001:e1"", ""lichsu_10_s219_001:e2"", ""lichsu_10_s221_bai39_sec2_001:e4"", ""lichsu_10_s221_bai39_sec2_002:e12"", ""lichsu_10_s222_bai39_sec3_001:e1""]",,,,,
alias,ent_003530::vương triều Tây Sơn,ent_003530,Organization,vương triều Tây Sơn,vương triều Tây Sơn,vương triều tây sơn,"[""Organization""]",5,"[""lichsu_10_s134_bai23_sec9_001:e3"", ""lichsu_10_s137_bai24_sec3_001:e3"", ""lichsu_10_s145_001:e4"", ""lichsu_10_s158_003:e10"", ""lichsu_10_s159_001:e2""]",,,,,
alias,ent_002821::Quốc tế thứ hai,ent_002821,Organization,Quốc tế thứ hai,Quốc tế thứ hai,quốc tế thứ hai,"[""Organization""]",2,"[""lichsu_10_s221_bai39_sec2_001:e6"", ""lichsu_10_s222_bai39_sec3_001:e8""]",,,,,
alias,ent_001134::Đảng Dân chủ Tự do,ent_001134,Organization,Đảng Dân chủ Tự do,Đảng Dân chủ Tự do,đảng dân chủ tự do,"[""Organization""]",1,"[""lichsu_12_s91_bai8_sec5_001:e6""]",,,,,
alias,ent_002386::nhà Đường,ent_002386,Organization,nhà Đường,nhà Đường,nhà đường,"[""Organization""]",5,"[""lichsu_10_s158_001:e14"", ""lichsu_10_s26_002:e11"", ""lichsu_10_s26_003:e3"", ""lichsu_10_s73_bai15_sec2_001:e6"", ""lichsu_10_s75_bai15_sec4_001:e7""]",,,,,
alias,ent_003263::Toà án Quân sự Viễn Đông,ent_003263,Organization,Toà án Quân sự Viễn Đông,Toà án Quân sự Viễn Đông,toà án quân sự viễn đông,"[""Organization""]",1,"[""lichsu_12_s88_bai8_sec2_001:e10""]",,,,,
alias,ent_000887::Công hoà Nhân dân Trung Hoa,ent_000887,Organization,Cộng hòa Nhân dân Trung Hoa,Công hoà Nhân dân Trung Hoa,công hoà nhân dân trung hoa,"[""Organization""]",1,"[""lichsu_12_s16_bai1_sec6_001:e2""]",,,,,
alias,ent_002389::nhà Lý,ent_002389,Organization,nhà Lý,nhà Lý,nhà lý,"[""Organization""]",2,"[""lichsu_10_s92_001:e5"", ""lichsu_10_s97_001:e9""]",,,,,
alias,ent_000748::Chính phủ Trung Hoa Dân quốc,ent_000748,Organization,Chính phủ Trung Hoa Dân quốc,Chính phủ Trung Hoa Dân quốc,chính phủ trung hoa dân quốc,"[""Organization""]",1,"[""lichsu_12_s14_bai1_sec4_002:e11""]",,,,,
alias,ent_003527::Vương triều Mô-gôn,ent_003527,Organization,Vương triều Mô-gôn,Vương triều Mô-gôn,vương triều mô gôn,"[""Organization""]",1,"[""lichsu_10_s35_001:e8""]",,,,,
alias,ent_002733::quân đội ta,ent_002733,Organization,quân đội ta,quân đội ta,quân đội ta,"[""Organization""]",1,"[""lichsu_12_s212_bai19_sec3_001:e3""]",,,,,
alias,ent_001155::Đảng Xã hội dân chủ,ent_001155,Organization,Đảng Xã hội dân chủ,Đảng Xã hội dân chủ,đảng xã hội dân chủ,"[""Organization""]",1,"[""lichsu_11_s52_bai12_sec3_001:e8""]",,,,,
alias,ent_003478::Việt Nam Cách mạng đồng minh hội,ent_003478,Organization,Việt Nam Cách mạng đồng minh hội,Việt Nam Cách mạng đồng minh hội,việt nam cách mạng đồng minh hội,"[""Organization""]",1,"[""lichsu_12_s183_bai17_sec4_001:e9""]",,,,,
alias,ent_002741::Quân giải phóng miền Nam,ent_002741,Organization,Quân giải phóng miền Nam,Quân giải phóng miền Nam,quân giải phóng miền nam,"[""Organization""]",1,"[""lichsu_12_s252_bai21_sec18_002:e5""]",,,,,
alias,ent_002723::quân dân Liên khu V,ent_002723,Organization,quân dân Liên khu V,quân dân Liên khu V,quân dân liên khu v,"[""Organization""]",1,"[""lichsu_12_s228_bai20_sec8_001:e7""]",,,,,
alias,ent_001056::Cứu quốc quân,ent_001056,Organization,Cứu quốc quân,Cứu quốc quân,cứu quốc quân,"[""Organization""]",1,"[""lichsu_12_s172_bai16_sec14_002:e4""]",,,,,
alias,ent_000868::Cộng đồng các quốc gia độc lập (SNG),ent_000868,Organization,Cộng đồng các quốc gia độc lập,Cộng đồng các quốc gia độc lập (SNG),cộng đồng các quốc gia độc lập sng,"[""Organization""]",1,"[""lichsu_12_s30_bai2_sec11_001:e12""]",,,,,
alias,ent_001572::Hội Liên hiệp lao động quốc tế,ent_001572,Organization,Hội Liên hiệp lao động quốc tế,Hội Liên hiệp lao động quốc tế,hội liên hiệp lao động quốc tế,"[""Organization""]",1,"[""lichsu_10_s217_001:e11""]",,,,,
alias,ent_000873::Cộng đồng Năng lượng nguyên tử châu Âu,ent_000873,Organization,Cộng đồng Năng lượng nguyên tử châu Âu,Cộng đồng Năng lượng nguyên tử châu Âu,cộng đồng năng lượng nguyên tử châu âu,"[""Organization""]",1,"[""lichsu_12_s74_bai7_sec7_001:e6""]",,,,,
alias,ent_002412::Nhà nước Xô viết,ent_002412,Organization,Nhà nước Xô viết,Nhà nước Xô viết,nhà nước xô viết,"[""Organization""]",5,"[""lichsu_11_s21_bai5_sec10_001:e8"", ""lichsu_11_s24_bai7_sec1_001:e2"", ""lichsu_11_s31_bai7_sec8_002:e2"", ""lichsu_11_s32_bai7_sec9_001:e3"", ""lichsu_11_s97_bai18_sec6_001:e6""]",,,,,
alias,ent_003340::triều đình nhà Nguyên,ent_003340,Organization,triều đình nhà Nguyên,triều đình nhà Nguyên,triều đình nhà nguyên,"[""Organization""]",1,"[""lichsu_11_s140_bai24_sec6_001:e13""]",,,,,
alias,ent_002405::Nhà nước quân chủ,ent_002405,Organization,Nhà nước quân chủ,Nhà nước quân chủ,nhà nước quân chủ,"[""Organization""]",1,"[""lichsu_10_s88_001:e4""]",,,,,
alias,ent_000027::12 nhà ngân hàng lớn nhất ở Anh,ent_000027,Organization,12 nhà ngân hàng lớn nhất ở Anh,12 nhà ngân hàng lớn nhất ở Anh,12 nhà ngân hàng lớn nhất ở anh,"[""Organization""]",1,"[""lichsu_10_s200_001:e8""]",,,,,
alias,ent_002686::phong trào Tây Sơn,ent_002686,Organization,phong trào Tây Sơn,phong trào Tây Sơn,phong trào tây sơn,"[""Organization""]",1,"[""lichsu_10_s133_bai23_sec8_002:e9""]",,,,,
alias,ent_001270::Đội du kích Bắc Sơn,ent_001270,Organization,Đội du kích Bắc Sơn,Đội du kích Bắc Sơn,đội du kích bắc sơn,"[""Organization""]",3,"[""lichsu_12_s166_bai16_sec8_001:e12"", ""lichsu_12_s166_bai16_sec8_002:e3"", ""lichsu_12_s166_bai16_sec8_003:e8""]",,,,,
alias,ent_002319::Ngân hàng Đông Dương,ent_002319,Organization,Ngân hàng Đông Dương,Ngân hàng Đông Dương,ngân hàng đông dương,"[""Organization""]",2,"[""lichsu_12_s123_bai12_sec6_001:e9"", ""lichsu_12_s183_bai17_sec4_002:e7""]",,,,,
