audit_kind,item_id,relation_type,source_id,source_type,source_name,target_id,target_type,target_name,description,evidence_text,confidence,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
relation,lichsu_12_s125_bai12_sec8_002:4:e1-RELATED_TO-e5,RELATED_TO,e1,Concept,Giai cấp tư sản,e5,Concept,tư sản mại bản,Giai cấp tư sản phân hóa thành tư sản mại bản.,ho phân hoá thành hai bộ phân : tần mại bản,0.9,lichsu_12_s125_bai12_sec8_002,lichsu_12,Bài 12,3. Những chuyến biến mới về kinh tế và giai cấp xã hội ở Việt Nam,"[77, 78, 79]","[""data/corpus/lichsu_12/lichsu_12.pdf_77.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_78.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_79.jpg.txt""]","dân tộc. Trong Giai cấp tư sản ra đời sau Chiến tranh thế giới thứ nhất, Phần đông họ là những người người trung gian làm thầu khoán, cung cấp nguyên vật liêu hay hàng hoá, . cho tư Thi binh bản Pháp. Khi kiếm được số vốn khá, ho đứng ra kinh doanh riêng và trở thành những nhà tư sản (như Bạch Thái Bươi, Nguyên Hữu) Giai cấp tư sản Viết Nam vừa mới ra đời đã bị tư bán Pháp chên ep, kìm hăm nên Thiến số lương ít, thể lực kinh tế yêu, không thể đương đầu với sự canh tranh của tư ban Pháp Dần dần, ",,,,,
relation,lichsu_12_s144_bai14_sec6_001:5:e6-RELATED_TO-e8,RELATED_TO,e6,Event,nhiều cuộc đấu tranh nhân ngày Quốc tế Lao động 1 - 5,e8,Concept,Quốc tế Lao động 1 - 5,các cuộc đấu tranh nhân ngày Quốc tế Lao động 1 - 5,nhiều cuộc đấu tranh nhân ngày Quốc tế Lao động 1 - 5,0.95,lichsu_12_s144_bai14_sec6_001,lichsu_12,Bài 14,VÀ THI PHONG TRAO CÁCH MẠNG 1930 - 1931 VỚI ĐÌNH CAO XÔ VIẾT NGHỆ - TINH,"[90, 91, 92, 93, 94]","[""data/corpus/lichsu_12/lichsu_12.pdf_90.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_91.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_92.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_93.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_94.jpg.txt""]","quyền thực dân tiến hành một chiến dịch khúng bố dã người man những người yêu nước. Điều đó càng làm tăng thêm những mâu thuân và tình trạng bất ổn trong xã họi. khung hoáng kinh tế thể giới (1929) VÀ THI PHONG TRAO CÁCH MẠNG 1930 - 1931 VỚI ĐÌNH CAO XÔ VIẾT NGHỆ - TINH 1.Phong trào cách mạng 1930 - 1931 Trong bối cảnh cuộc khủng hoảng kinh tế diễn ra gay gất và phong trào cách Và Ngay mang dâng cao, ngay sau khi ra đời, Đảng Công sản Viết Nam đã lãnh đao phong trào đấu tranh của quần chúng công",,,,,
relation,lichsu_10_s190_bai33_sec3_001:3:e4-RELATED_TO-e5,RELATED_TO,e4,Place,Luân Đôn,e5,Concept,trung tâm thương mại,Luân Đôn trở thành một trung tâm thương mại,Luân Đôn trở thành một trung tâm thương mại,0.95,lichsu_10_s190_bai33_sec3_001,lichsu_10,Bài 33,Ở CHÂU ÂU VÀ MĨ GIỮA THẾ KỈ XIX,"[159, 160, 161, 163]","[""data/corpus/lichsu_10/lichsu_10.pdf_159.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_160.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_161.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_163.jpg.txt""]","giữa thế kỉ XIX, nước Anh được mệnh danh là ""công xưởng của thế giới"" luân Đôn trở thành một trung tâm thương mại với 80 vạn dân và là thủ đô đầu tiên của châu Âu tiến lên con đường công nghiệp hoá Ở CHÂU ÂU VÀ MĨ GIỮA THẾ KỈ XIX Trong các thập niên 50 - 60 của thế kỉ XIX, nhiều cuộc cách mạng tư sản diễn ra dưới những hình thức khác nhau ở châu Âu và Bắc Mĩ. Điều này đã khắng định sự toàn thắng của phương thức sản xuất tư bản chủ nghĩa, tạo điều kiện cho chủ nghĩa tư bản phát triển mạnh mẽ.",,,,,
relation,lichsu_10_s59_001:5:e6-RELATED_TO-e5,RELATED_TO,e6,Concept,xã hội có giai cấp,e5,Place,Lưỡng Hà,Xã hội có giai cấp đầu tiên ra đời ở Lưỡng Hà.,Xã hội có giai cấp đầu tiên ra đời khoảng 3500 năm TCN ở sông Nin Là Lưỡng Hà,0.95,lichsu_10_s59_001,lichsu_10,Bài,2. Xã hội cổ đại,"[66, 67]","[""data/corpus/lichsu_10/lichsu_10.pdf_66.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_67.jpg.txt""]","nhưng chưa có sự thu thu áp bức và cưỡng ép, tư hữu và bóc lột. Song xã hội nguyên thuỷ còn ở trình độ quá thấp nên loài người phải vượt qua một chặng đường dài để tiến tới ngưỡng cửa của văn minh 2. Xã hội cổ đại a) Phương Đông cổ đại Khoảng 6000 năm trước đây, người nông dân đà bắa trên ruộng ở vùng ven sông Nin và Lưỡng Hà Thiến người ta đã có được những điều kiên thuận lợi ở đây: đất ven sông phì nhiêu và nhưng và dễ cày bừa , mùa nước lên xuống hàng năm ổn định, tiện việc gieo trồng và thi ",,,,,
relation,lichsu_12_s128_bai12_sec11_002:1:e1-RELATED_TO-e2,RELATED_TO,e1,Person,Phan Châu Trinh,e2,Time,1926,Sự kiện để tang Phan Châu Trinh diễn ra vào năm 1926,để tang Phan Châu Trinh (1926),0.95,lichsu_12_s128_bai12_sec11_002,lichsu_12,Bài 12,"2. Hoạt động của tư sản, tiểu tư sản và công nhân Việt Nam","[79, 80, 81]","[""data/corpus/lichsu_12/lichsu_12.pdf_79.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_80.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_81.jpg.txt""]","để tang Phan Châu Trinh (1926) (1) Trần Dân Tiên, Những mấu chuyên về đời ho thủ tịch, NXB Văn nghệ, H, 1956) tr.67 Các cuộc dấu tranh của công nhân ngày càng nhiều hơn, tuy vẫn còn lẻ tẻ và tự phát. Ở Sài Gòn - Chơ Lớn đã thành lập Công hội (bí mật) Tháng 8 - 1925, thợ máy xưởng Ba Son tại cảng Sài Gòn đã bãi công, không chịu sửa chữa chiến hạm Misolê của Pháp trước khi chiến hạm này chở binh lính sang tham gia dàn áp phong trào dấu tranh của nhân dân Trung Quốc, Với yêu sách dòi tàng lương 20%",,,,,
relation,lichsu_10_s83_002:11:e5-RELATED_TO-e10,RELATED_TO,e5,Person,Hai Bà Trưng,e10,Place,Cửu Chân,Số quân còn lại của Hai Bà rút về chiến đấu ở Cửu Chân.,số còn lại rút về chiến đấu ở Cửu Chân,0.95,lichsu_10_s83_002,lichsu_10,Bài,1. Khái quát phong trào đấu tranh từ thế kỉ 1 đến đầu thế kỉ x,"[81, 82, 83, 84, 85, 86]","[""data/corpus/lichsu_10/lichsu_10.pdf_81.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_82.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_83.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_84.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_85.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_86.jpg.txt""]","khai nhưng là một chinh chính quyền đóc lập, tự chủ của nhân dân ta được ra đời sau khi cuộc khởi nghĩa thắng lơi và đã cổ vũ tinh thần đấu tranh chống ách đô hô chi của phong kiến phương Bắc sau đó. The Mùa hề năm 42, Mã Viện được vua Hán cử làm tổng chỉ huy đạo quân lớn thu tri 19 thu khoảng 2 vạn người, chia làm 2 cánh thuỷ, bộ kéo vào xâm lược nước tai Cuộc kháng chiến của nhân dân ta do Hai Bà Trưng lãnh đũo rất anh dũng, người nhưng do lực lượng yếu nên đã bị thất bại Cuộc chiến đấu đã diễ",,,,,
relation,lichsu_10_s208_002:1:e1-RELATED_TO-e2,RELATED_TO,e1,Concept,chủ nghĩa xã hội không tưởng,e2,Concept,học thuyết Mác,chủ nghĩa xã hội không tưởng là tiền đề cho học thuyết Mác,là một trong những tiền đề cho học thuyết Mác sau này,0.9,lichsu_10_s208_002,lichsu_10,Bài,3. Chủ nghĩa xã hội không tưởng,"[183, 184, 185, 186, 187]","[""data/corpus/lichsu_10/lichsu_10.pdf_183.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_184.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_185.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_186.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_187.jpg.txt""]","ược người hưởng phúc lơi tập thể Ông cũng chủ trương đi đến chủ nghĩa xã hôi bằng cách tuyên truyền, thuyết phục và 1535), với ""nhan đề U tô pi a (tiếng Hì Lạp có nghĩa là """"Không tồn tại ở đầu cả""""). Ở trên đảo U-tố pi a, mọi"" người người sống với nhau bình đẳng, không có tư hữu, không có giàu nghèo, tất cả cùng lao động và cùng hương hạnh phúc Thi cho Công lao của các nhà xã hội không tưởng là phê phán sâu sắc xã hội tư bảng các có ý thức bảo vệ quyền lợi của giai cấp công nhân, dự đoán về xã ",,,,,
relation,lichsu_10_s66_001:9:e6-RELATED_TO-e5,RELATED_TO,e6,Concept,văn hoá Sơn Vi,e5,Place,Sơn Vi,văn hoá Sơn Vi liên quan đến di tích Sơn Vi,nhân của văn hoá Sơn Vi cư trú trong các hang động,0.9,lichsu_10_s66_001,lichsu_10,Bài,"Vi cư trú trong các hang động, mái đá ngoài trời, ven bờ sông, suối, trên một","[71, 72]","[""data/corpus/lichsu_10/lichsu_10.pdf_71.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_72.jpg.txt""]","của nước ta đã tìm thấy những răng hoá thạch và nhiều chinh công cụ đá ghè đếo của Người tinh khôn tại các di tích văn hoá Ngườm (Võ 19) Nhai - Thái Nguyên), Sơn Vi (Lâm Thao Phú nhân của văn hoá Sơn Vi cư trú trong các hang động, mái đá ngoài trời, ven bờ sông, suối, trên một địa bàn khá rộng từ Sơn La, Lai Châu, Lào Cai, Yên Bái, Bắc Giang đến Thanh Hoá, Nghệ An, Quảng Trị, Họ sống thành các thị tộc, sử dụng công cụ đá ghè đẽo, lấy săn bắt, hái lượm làm nguồn sống chính. Ở Hoà Bình, Bắc Sơn và",,,,,
relation,lichsu_12_s202_bai18_sec8_002:3:e5-RELATED_TO-e6,RELATED_TO,e5,Concept,Vườn không nhà trống,e6,Concept,Tản cư cũng là kháng chiến,Các khẩu hiệu được sử dụng trong kháng chiến,"Với khẩu hiệu ""Vườn không nhà trống """" Tần cư cũng là kháng chiến """,0.95,lichsu_12_s202_bai18_sec8_002,lichsu_12,Bài 18,VÀ VIỆC CHUẤN BỊ CHO CUỘC KHÁNG CHIẾN LÂU DÀI,"[130, 131, 132, 133]","[""data/corpus/lichsu_12/lichsu_12.pdf_130.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_131.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_132.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_133.jpg.txt""]","òng 3 tháng đầu của cuộc kháng chiến toàn quốc, ta đã vận chuyển hơn 3 van tấn máy móc và dụng cu sản xuất, hàng van tấn nguyên vật liêu về chiến khu để tiếp tục sản xuất, phục vụ nhu cầu kháng chiến. Riêng ở Bắc Bộ gần 2/3 số máy móc được chuyển lên căn cứ Việt Bắc ""Với khẩu hiệu ""Vườn không nhà trống """" Tần cư cũng là kháng chiến """", Phá hoại để kháng chiến """" nhân dân các đô thị nhanh chóng tản cư ra các vùng hâu phương và tiến hành phá huỷ nhà cửa, đường sá, cầu cổng, không cho địch sử dụng ",,,,,
relation,lichsu_10_s66_001:5:e1-RELATED_TO-e5,RELATED_TO,e1,Concept,răng hoá thạch,e5,Place,Sơn Vi,răng hoá thạch được tìm thấy tại di tích văn hoá Sơn Vi,"đã tìm thấy những răng hoá thạch và nhiều chinh công cụ đá ghè đếo của Người tinh khôn tại các di tích văn hoá Ngườm (Võ 19) Nhai - Thái Nguyên), Sơn Vi (Lâm Thao Phú nhân",0.9,lichsu_10_s66_001,lichsu_10,Bài,"Vi cư trú trong các hang động, mái đá ngoài trời, ven bờ sông, suối, trên một","[71, 72]","[""data/corpus/lichsu_10/lichsu_10.pdf_71.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_72.jpg.txt""]","của nước ta đã tìm thấy những răng hoá thạch và nhiều chinh công cụ đá ghè đếo của Người tinh khôn tại các di tích văn hoá Ngườm (Võ 19) Nhai - Thái Nguyên), Sơn Vi (Lâm Thao Phú nhân của văn hoá Sơn Vi cư trú trong các hang động, mái đá ngoài trời, ven bờ sông, suối, trên một địa bàn khá rộng từ Sơn La, Lai Châu, Lào Cai, Yên Bái, Bắc Giang đến Thanh Hoá, Nghệ An, Quảng Trị, Họ sống thành các thị tộc, sử dụng công cụ đá ghè đẽo, lấy săn bắt, hái lượm làm nguồn sống chính. Ở Hoà Bình, Bắc Sơn và",,,,,
relation,lichsu_12_s279_bai23_sec6_001:6:e7-RELATED_TO-e6,RELATED_TO,e7,Concept,Sản lượng lúa,e6,Time,1974,"Sản lượng lúa đạt 4,8 triệu tấn vào năm 1974.","đến năm 1974, mắc the trong du có những khó khăn do thiên tai, miên Bác cũng đạt được 4,8 triêu tân",0.95,lichsu_12_s279_bai23_sec6_001,lichsu_12,Bài 23,Y TẾ KINH TẾ CÓ BƯỚC PHÁT TRIỂN,"[188, 189]","[""data/corpus/lichsu_12/lichsu_12.pdf_188.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_189.jpg.txt""]","biển, trên sông, bảo đảm đi lại bình thường Sau hai năm 1973 - 1974, về cơ bản miên Bắc khôi phúc xong các cơ sở kinh tế thống tế thống thuỷ nông, mạng lưới giao thông, công trình văn hoá, giáo dục, Y TẾ KINH TẾ CÓ BƯỚC PHÁT TRIỂN Tổng sản phẩm xã hội năm 1973 cao hơn năm 1965, năm 1974 cao hơn năm 1973 là 12,4%. Sán lương lúa năm 1973 là 5 triều tấn , đến năm 1974, mắc the trong du có những khó khăn do thiên tai, miên Bác cũng đạt được 4,8 triêu tân Năm 1974, giá tri tổng sản lượng công nghiệp ",,,,,
relation,lichsu_11_s24_bai7_sec1_002:4:e1-RELATED_TO-e5,RELATED_TO,e1,Concept,Triết học Anh sáng,e5,Person,Mê-li-ê,Triết học Anh sáng sản sinh ra Mê-li-ê,"trào lưu Triết học Anh sáng thế kỉ XVII XXIII đã sản sinh ra nhiều nhà tư tưởng lớn ? các nhà Khai sáng, có vai trò quan trọng trong sự thắng lơi của Cách mang tư sản Pháp cuối thế kỉ XVIII và sự phát triển tư tưởng của châu Âu Đó là Mông le xki o (1689 1755), Vôn-le (1694 1778), Rút xô (1712 - 1778) nhà tư tưởng cấp tiến Mê-liê (1644 - 1729)",0.8,lichsu_11_s24_bai7_sec1_002,lichsu_11,Bài 7,Bài 7,"[36, 37, 38, 39]","[""data/corpus/lichsu_11/lichsu_11.pdf_36.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_37.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_38.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_39.jpg.txt""]","tiêng thế kỉ XVII về tranh chân dung, tranh phong cảnh với nhiều chất liêu - sơn dầu, khắc kim loại... Về tổ tổng, trào lưu Triết học Anh sáng thế kỉ XVII XXIII đã sản sinh ra nhiều nhà tư tưởng lớn ? các nhà Khai sáng, có vai trò quan trọng trong sự thắng lơi của Cách mang tư sản Pháp cuối thế kỉ XVIII và sự phát triển tư tưởng của châu Âu Đó là Mông le xki o (1689 1755), Vôn-le (1694 1778), Rút xô (1712 - 1778) nhà tư tưởng cấp tiến Mê-liê (1644 - 1729) và nhóm Bách khư do Đi-dơ-rô (1713 1784)",,,,,
relation,lichsu_12_s45_bai4_sec4_001:3:e2-RELATED_TO-e4,RELATED_TO,e2,Person,Xihanúc,e4,Place,Campuchia,Xihanúc là Quốc vương của Campuchia,Quốc vương Xihanúc ... của Campuchia,0.95,lichsu_12_s45_bai4_sec4_001,lichsu_12,Bài 4,2. Quá trình xây dựng và phát triển của các nước Đông Nam Á,"[26, 27, 28, 29, 30]","[""data/corpus/lichsu_12/lichsu_12.pdf_26.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_27.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_28.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_29.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_30.jpg.txt""]","vương, Từ đó, đời sông chính tế của nhân dân Campuchia bước sang một thời kì phát triển mới. Tháng 10 ? 2004, Quốc vương Xihanúc thoái vi, Hoàng tử Xihamôni lên kế ngôi trở thành Quốn của Campuchia 2. Quá trình xây dựng và phát triển của các nước Đông Nam Á Các Nước Đông Nam A sau khi giành độc lập đã bước vào thời kì phát triển kinh Mê với những chiên lược phát triển kháu Nham nhóm năm nước sáng lập ASEAN Thoi kì đầu sau khi giành được độc lập, nhóm năm nước sang lập ASEAN (Indônêxia, Malaixia,",,,,,
relation,lichsu_10_s133_bai23_sec8_001:10:e11-RELATED_TO-e9,RELATED_TO,e11,Place,Thăng Long,e9,Organization,nhà Thanh,Quân Thanh đóng giữ ở Thăng Long,có quân Thanh đóng giữ,0.95,lichsu_10_s133_bai23_sec8_001,lichsu_10,Bài 23,2. Kháng chiến chống Thanh (1789),"[117, 118, 119]","[""data/corpus/lichsu_10/lichsu_10.pdf_117.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_118.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_119.jpg.txt""]","Huệ đã tố chức trận Rạch Gầm - Xoài Mút đánh tan tành Thi nhu quân xâm lược Nguyễn Ánh theo cánh tàn quân Xiêm chạy thoát. Miền Nam trớ lại yên bình. B - Em biết gì thêm về trận Rạch Gầm - Xoài Mút ? 2. Kháng chiến chống Thanh (1789) Sau khi bị quân Tây Sơn đánh bại, vua Lê Chiêu Thống cùng một số đại thần Thuy thân cận bỏ chạy lên phía bắc, cho người sang Trung Quốc câu cứu nhà Thanh Nhang Nhận Nhận thấy đây là một thời cơ thuận lợi để xâm lược, vua Thanh sai tướng đem 192 199 vạn quân, theo sự",,,,,
relation,lichsu_12_s173_bai16_sec15_001:2:e4-RELATED_TO-e5,RELATED_TO,e4,Organization,quân Đông minh,e5,Organization,quân đội Nhật Bản,Quân Đồng minh tiến công quân đội Nhật Bản,quân Đông minh tiến công mạnh mê vào các vị trí của quân đội Nhật Bản,0.95,lichsu_12_s173_bai16_sec15_001,lichsu_12,Bài 16,3. Tổng khới nghĩa tháng Tám năm 1945,"[112, 113, 114, 115, 116, 117]","[""data/corpus/lichsu_12/lichsu_12.pdf_112.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_113.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_114.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_115.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_116.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_117.jpg.txt""]","cứ địa chính của cách mang cả nước và là hình ảnh thu nhỏ của nước Việt Nam mới Công cuộc chuẩn bị được gấp rút hoàn thành Toàn dân tộc đã sắn sàng đốn chờ thời cơ vùng dây tiến hành tổng khơi nghĩa 3. Tổng khới nghĩa tháng Tám năm 1945 Nam a la là là nhật đầu hàng Đồng minh, lệnh Tổng khởi nghĩa được ban bố Đã Đầu tháng 8 ? 1945, quân Đông minh tiến công mạnh mê vào các vị trí của quân đội Nhật Bản ở châu Á - Thái Bình Dương, Để uy hiếp quân Nhật, ngày 6 và 1995 1945, Mĩ đã ném hai quả bom nguy",,,,,
relation,lichsu_11_s34_bai10_sec1_001:2:e3-RELATED_TO-e2,RELATED_TO,e3,Place,Liên Xô,e2,Concept,Chính sách kinh tế mới,Nhân dân Xô viết thực hiện Chính sách kinh tế mới,nhân dân Xô viết đã thực hiên thành công Chính sách kinh tế mới,0.95,lichsu_11_s34_bai10_sec1_001,lichsu_11,Bài 10,Bài 10,"[52, 53]","[""data/corpus/lichsu_11/lichsu_11.pdf_52.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_53.jpg.txt""]","Mười đã làm thay đổi cục diên thế giới, cổ vũ mạnh mế và để lại nhiều bài học quý báu cho phong trào cách mang của giai cấp công nhân, nhân dân lao đông và các dân tộc bi áp bức trên toàn thế giới Ba Bài 10 (1921 1941) Để khôi phục đất nước sau chiến tranh, nhân dân Xô viết đã thực hiên thành công Chính sách kinh tế mới (1921 - 1925) và triển khai công cuộc xây dựng chủ nghĩa xã hội, Trải qua hai kế hoạch 5 năm đầu tiên, Liên Xô đã đạt được những thành tựu to lớn về mọi mặt và trở thành một cườn",,,,,
relation,lichsu_12_s186_bai17_sec7_001:4:e5-RELATED_TO-e4,RELATED_TO,e5,Organization,Uỷ ban hành chính các cấp,e4,Event,Bầu cử hội đồng nhân dân các cấp,Uỷ ban hành chính các cấp được thành lập sau bầu cử hội đồng nhân dân các cấp,Uỷ ban hành chính các tấp được thành lập,0.9,lichsu_12_s186_bai17_sec7_001,lichsu_12,Bài 17,1. Xây dưng chính quyền cách mạng,"[121, 122, 123]","[""data/corpus/lichsu_12/lichsu_12.pdf_121.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_122.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_123.jpg.txt""]","nghĩa đang hình thành, phong trào giải phóng dân tộc dâng cao ở nhiều nước thuộc địa và phu thuộc, phong trào đấu tranh vì hoà bình, dân chủ phát triển ở nhiều nước tư bản thuận lợi và khó khăn gì ? 1. Xây dưng chính quyền cách mạng Chỉ một tuần sau khi nước Việt Nam Dân chủ Công hoà ra đời, Chính phủ lâm thời công bố lệnh tổng tuyển cử trong cả nước Ngày 6 - 1 - 1946, vượt qua moi hành đông chống phá của kẻ thù, hơn 90% cử tri Thong trong cả nước di bỏ phiếu, bầu được 333 đại biểu kháp Bắc - Na",,,,,
relation,lichsu_12_s202_bai18_sec8_001:11:e2-RELATED_TO-e11,RELATED_TO,e2,Place,Hà Nội,e11,Place,Việt Bắc,"Các cơ quan Đảng, Chính phủ, Mặt trận, các đoàn thể chuyển lên căn cứ địa Việt Bắc sau khi rút khỏi Hà Nội","Sau khi rút khỏi Hà Nội, các cơ quan Đảng, Chính phủ, Mặt trân, các đoàn thể v.v chuyển lên căn cứ địa Việt Bắc",0.95,lichsu_12_s202_bai18_sec8_001,lichsu_12,Bài 18,VÀ VIỆC CHUẤN BỊ CHO CUỘC KHÁNG CHIẾN LÂU DÀI,"[130, 131, 132, 133]","[""data/corpus/lichsu_12/lichsu_12.pdf_130.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_131.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_132.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_133.jpg.txt""]","Đô là kháng chiến toàn dân, toàn diên, trường kì, tư lực cánh sinh và tranh thủ sự ủng hô của quốc tế. lược bùng nó ngày 19 - 1946 ? Phân tích nội dung cơ bản đường lối kháng thực dân Pháp của Đảng VÀ VIỆC CHUẤN BỊ CHO CUỘC KHÁNG CHIẾN LÂU DÀI 19 1. Cuộc chiến dầu ở các đô thị phía Bắc vĩ tuyên 16 Ở Hà Nội, khoảng 20 giờ ngày 19 - 12 - 1946, cuộc chiến đấu bắt đầu Nhân dân đã khiêng bàn ghế, giường, tủ, kiên hàng, ha cây cối v.v. làm thành những chương người ngai vật hoặc chiến luỹ ngay trên đườ",,,,,
relation,lichsu_10_s45_001:7:e5-RELATED_TO-e7,RELATED_TO,e5,Concept,người Kho-me,e7,Place,sông Mê Công,Địa bàn sinh tụ đầu tiên của người Kho-me là mạn trung lưu sông Mê Công.,mạn trung lưu sông Mê Công,0.95,lichsu_10_s45_001,lichsu_10,Bài,1. Vương quốc Cam pu-chia,"[50, 51, 52]","[""data/corpus/lichsu_10/lichsu_10.pdf_50.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_51.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_52.jpg.txt""]","VÀ VƯƠNG QUỐC LÀO Cam-pu-chia và Lào ? hai quốc giềng gần gũi của Việt Nam, đã có một truyền thống lịch sử lâu đời và một nền văn hoá đặc sắc 1. Vương quốc Cam pu-chia Đất nước Cam-pu-chia như một lòng chảo khổng lồ, xung quanh là rừng và cao nguyên bao bọc, còn đáy chảo là Biển Hồ và vùng phụ cận với những cánh đồng phì nhiêu, màu mỡ. Ở Cam-pu chia, tộc người chiếm đa số là Kho-me. Địa bàn sinh tụ đầu tiên của người Kho-me ở phía bắc nước Cam pu-chia ngày nay, trên cao nguyên Cò Rạt và mạn trun",,,,,
relation,lichsu_12_s226_bai20_sec6_003:1:e3-RELATED_TO-e2,RELATED_TO,e3,Organization,quân ta,e2,Place,Bắc Tây Nguyên,Quân ta tiến công địch ở Bắc Tây Nguyên,quân ta tiến công địch ở Bắc Tây Nguyên,0.95,lichsu_12_s226_bai20_sec6_003,lichsu_12,Bài 20,VÀ CHIẾN DỊCH ĐIỆN PHÚ NĂM 1954,"[145, 146, 147, 148, 149, 150, 151]","[""data/corpus/lichsu_12/lichsu_12.pdf_145.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_146.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_147.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_148.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_149.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_150.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_151.jpg.txt""]","TAY NINH PHONH NHINH THU DÂU MỘT PHAN RÍ K BIẾN HOÀ PHAN THIẾT SÀI GÒN CHÂU ĐỐC HÀ TIÊN VĨNH LÔNG Đ. Phú Quốc BỆN TRE RACH GIA CẦN THỜ BACLIEU QQ Thổ Chu Đ. Con Sgu 04 hon Khoai 10gh Đã Đầu tháng 2 ? 1954, quân ta tiến công địch ở Bắc Tây Nguyên, loại khói vòng chiến đấu 2 000 địch, giải phóng toàn tỉnh Kon Tum, một vùng rộng lớn với 20 vạn dân bao vây uy hiếp Playku Thi pháp buốc phái bó dở cuốc tuế công Tuy Hoà (Phú Yên) để tăng cường Nhưng lưc lương cho Plâyku và Plâyku trở thành nơi tấp trun",,,,,
